t,order
2.420000000000000284e+01,1.777179211855010599e-01
2.425000000000000000e+01,1.741071413881730701e-01
2.430000000000000071e+01,1.707768943500801440e-01
2.435000000000000142e+01,1.678983256445231165e-01
2.440000000000000213e+01,1.654507774162414513e-01
2.445000000000000284e+01,1.623303484567292509e-01
2.450000000000000000e+01,1.576577980222118314e-01
2.455000000000000071e+01,1.520531563748177550e-01
2.460000000000000142e+01,1.460757376038609168e-01
2.465000000000000213e+01,1.399541919677268209e-01
2.470000000000000284e+01,1.337815960087764822e-01
2.475000000000000000e+01,1.275999108248538905e-01
2.480000000000000071e+01,1.214280510179912703e-01
2.485000000000000142e+01,1.152725300801507036e-01
2.490000000000000213e+01,1.091326152714045400e-01
2.495000000000000284e+01,1.030046277750116951e-01
2.500000000000000000e+01,9.688871801142202866e-02
2.505000000000000071e+01,9.080785564637730567e-02
2.510000000000000142e+01,8.593988734899808690e-02
2.515000000000000213e+01,8.852717469635454361e-02
2.520000000000000284e+01,8.387531756985303066e-02
2.525000000000000000e+01,8.122902758390476707e-02
2.530000000000000071e+01,8.023986724385578917e-02
2.535000000000000142e+01,8.008742474880310713e-02
2.540000000000000213e+01,8.030363102838464218e-02
2.545000000000000284e+01,8.070965112503818151e-02
2.550000000000000000e+01,8.123872304957567569e-02
2.555000000000000071e+01,8.171251892973933895e-02
2.560000000000000142e+01,8.151367396774288065e-02
2.565000000000000213e+01,8.034942394729337189e-02
2.570000000000000284e+01,7.921176131087823147e-02
2.575000000000000000e+01,7.863551142068805899e-02
2.580000000000000071e+01,7.843694638688468446e-02
2.585000000000000142e+01,7.832097805237667187e-02
2.590000000000000213e+01,7.812676252822710332e-02
2.595000000000000284e+01,7.779963297363956531e-02
2.600000000000000000e+01,7.731779071625606570e-02
2.605000000000000071e+01,7.665152704375977066e-02
2.610000000000000142e+01,7.576255247649942015e-02
2.615000000000000213e+01,7.462917902228870248e-02
2.620000000000000284e+01,7.326344175590109031e-02
2.625000000000000000e+01,7.170262362995150074e-02
2.630000000000000071e+01,6.998824010686942321e-02
2.635000000000000142e+01,6.814618991767000533e-02
